,Game_result,Citizen,Mafia,Don,Sheriff
1146,город,"[(3, 'Плюс'), (4, 'Гость'), (5, 'Рейли'), (7, 'Lee'), (8, 'Чешир'), (10, 'Экси')]","[(6, 'Провокатор'), (9, 'Советник')]","(1, 'Гость')","(2, 'Грачик')"
1147,мафия,"[(1, 'Рокси'), (3, 'Экси'), (5, 'Чайка'), (6, 'Стинг'), (8, 'Стинго'), (9, 'Рейли')]","[(2, 'Гость'), (4, 'Гость')]","(7, 'Гость')","(10, 'Гринго')"
1148,город,"[(2, 'Гость'), (3, 'Чайка'), (4, 'Хозяин'), (5, 'Гринго'), (6, 'Стинг'), (7, 'Рокси')]","[(1, 'Гость'), (8, 'Строитель')]","(9, 'Стинго')","(10, 'Гость')"
1149,город,"[(1, 'Гость'), (3, 'Гость'), (5, 'Гость'), (6, 'Стинг'), (7, 'Экси'), (8, 'Грачик')]","[(2, 'Рокси'), (9, 'Гость')]","(4, 'Советник')","(10, 'Стинго')"
1150,город,"[(3, '10 Треф'), (4, 'Гость'), (6, 'Lee'), (7, 'Гость'), (8, 'ВАЛЛИ'), (10, 'Дутче')]","[(1, 'Грачик'), (9, 'Провокатор')]","(2, 'Вальтер')","(5, 'Э')"
1151,город,"[(1, 'Гость'), (2, 'Провокатор'), (3, 'Авара'), (4, 'Э'), (8, 'Дутче'), (9, 'Вальтер')]","[(5, 'Lee'), (7, 'Стинг')]","(6, 'Плюс')","(10, 'Гость')"
1152,мафия,"[(1, 'Грачик'), (2, 'Гость'), (3, 'Lee'), (4, 'Рейли'), (7, 'Дутче'), (9, 'Авара')]","[(5, 'Гость'), (8, 'Провокатор')]","(10, 'Вальтер')","(6, 'Гость')"
1153,мафия,"[(1, 'Э'), (2, 'Гость'), (3, 'ВАЛЛИ'), (4, 'Гость'), (5, 'Авара'), (7, 'Провокатор')]","[(6, 'Lee'), (9, 'Гость')]","(10, 'Стинг')","(8, '10 Треф')"
1154,город,"[(1, 'Таргитай'), (2, 'Экси'), (4, 'Гость'), (7, 'Гость'), (8, 'Гость'), (10, '§~ЭНЕРДЖИ~§')]","[(3, 'Гость'), (5, 'ВАЛЛИ')]","(6, 'Хозяин')","(9, 'Строитель')"
1155,город,"[(2, '§~ЭНЕРДЖИ~§'), (3, 'Гость'), (4, 'ВАЛЛИ'), (6, 'Гость'), (7, 'Гость'), (10, 'Пончик')]","[(1, 'Таргитай'), (8, 'Экси')]","(5, 'Гость')","(9, 'Гость')"
1156,мафия,"[(1, 'Авара'), (2, 'Гость'), (4, 'Гость'), (5, 'Вальтер'), (6, 'Стинг'), (7, 'Провокатор')]","[(9, 'Э'), (10, '10 Треф')]","(3, 'ВАЛЛИ')","(8, 'Грачик')"
1157,мафия,"[(1, 'Гость'), (2, 'Советник'), (3, 'Гринго'), (6, 'Гость'), (8, 'Пончик'), (9, 'Гость')]","[(4, 'Рокси'), (10, 'Астарот')]","(7, 'Грачик')","(5, 'Стинго')"
1158,город,"[(1, 'Орхидея'), (5, 'Гость'), (6, 'Стинг'), (8, 'Таргитай'), (9, 'Гость'), (10, 'Гость')]","[(2, 'Экси'), (7, 'Хозяин')]","(4, 'Рейли')","(3, '§~ЭНЕРДЖИ~§')"
1159,мафия,"[(1, 'Экси'), (2, 'Авара'), (3, 'Дутче'), (4, 'Рейли'), (5, 'Мистика'), (9, 'Астарот')]","[(6, 'Fess'), (7, 'Гринго')]","(10, 'Гость')","(8, 'Грачик')"
1160,город,"[(2, 'Мистика'), (3, 'Гость'), (4, 'Авара'), (5, 'Советник'), (7, 'Гость'), (10, 'Гринго')]","[(1, 'Астарот'), (6, 'Экси')]","(8, 'Fess')","(9, 'Грачик')"
1161,город,"[(2, 'Гринго'), (3, 'Авара'), (5, 'Гость'), (6, 'Fess'), (8, 'Дутче'), (10, 'Lee')]","[(4, 'Советник'), (9, 'Мистика')]","(7, 'Астарот')","(1, 'Грачик')"
1162,город,"[(3, 'Гость'), (4, 'Мистика'), (5, 'Дутче'), (6, 'Гринго'), (8, 'Гость'), (10, 'Экси')]","[(1, 'Авара'), (7, 'Рейли')]","(9, 'Грачик')","(2, 'Fess')"
1163,мафия,"[(2, 'Гость'), (3, 'Грачик'), (5, 'Авара'), (7, 'Экси'), (8, 'Мистика'), (9, 'Дутче')]","[(1, 'Гринго'), (4, 'Fess')]","(6, 'Астарот')","(10, 'Рейли')"
1164,город,"[(1, 'Гость'), (4, 'Лучистая'), (5, 'Экси'), (7, 'Грачик'), (9, 'Мистика'), (10, 'Гость')]","[(2, 'Стинг'), (6, 'Урфин')]","(8, 'Гость')","(3, 'Гость')"
1165,город,"[(1, 'Грачик'), (2, 'Гость'), (3, 'Стинг'), (5, 'Гость'), (8, 'Гость'), (10, 'Лучистая')]","[(6, 'Экси'), (7, 'Урфин')]","(4, 'Мистика')","(9, 'Рейли')"
1166,город,"[(1, 'Мистика'), (2, 'Дутче'), (5, 'Гость'), (6, 'Стинг'), (7, 'Гость'), (8, 'Гость')]","[(3, 'Рейли'), (10, 'Грачик')]","(9, 'Гость')","(4, 'Экси')"
1167,город,"[(1, 'Гость'), (2, 'Стинг'), (3, 'Лучистая'), (5, 'Мистика'), (7, 'Гость'), (10, 'Гость')]","[(4, 'Гость'), (8, 'Дутче')]","(6, 'Урфин')","(9, 'Экси')"
1168,город,"[(1, 'Стинг'), (4, 'Гость'), (5, 'Рейли'), (6, 'Гость'), (8, 'Астарот'), (10, 'Дутче')]","[(2, 'Гость'), (9, 'Вальтер')]","(7, 'Стинго')","(3, 'Red')"
1169,мафия,"[(2, 'Грачик'), (3, 'Вальтер'), (4, 'Дутче'), (7, 'Гость'), (9, 'Гость'), (10, 'Гость')]","[(5, 'Стинг'), (6, 'Red')]","(1, 'Астарот')","(8, 'Гость')"
1170,город,"[(1, 'Гость'), (2, 'Гость'), (5, 'Гость'), (7, 'Астарот'), (8, 'Стинг'), (10, 'Гость')]","[(4, 'Рейли'), (9, 'Грачик')]","(3, 'Гость')","(6, 'Вальтер')"
1171,мафия,"[(2, 'Гость'), (3, 'Чешир'), (5, 'Вальтер'), (7, 'Гринго'), (8, 'Гость'), (9, 'Плюс')]","[(6, 'Гость'), (10, 'Грачик')]","(1, 'Гость')","(4, 'Рейли')"
1172,город,"[(2, 'Гринго'), (4, 'Чешир'), (5, 'Гость'), (7, 'Гость'), (8, 'Дутче'), (10, 'Гость')]","[(1, 'Гость'), (6, 'Астарот')]","(3, 'Гость')","(9, 'Гость')"
1173,город,"[(1, 'Грачик'), (3, 'Астарот'), (4, 'Гость'), (5, 'Гость'), (8, 'Гость'), (10, 'Гость')]","[(2, 'Таргитай'), (6, 'Чешир')]","(7, 'Гость')","(9, 'Гость')"
1174,мафия,"[(1, 'Авара'), (3, 'Хозяин'), (4, 'Экси'), (5, 'Астарот'), (7, '§~ЭНЕРДЖИ~§'), (8, 'Гость')]","[(2, 'Гость'), (6, 'Стинг')]","(9, 'Рейли')","(10, 'Плюс')"
1175,мафия,"[(1, 'Урфин'), (2, 'Дутче'), (3, 'ВАЛЛИ'), (4, 'Лучистая'), (8, 'Гость'), (10, 'Астарот')]","[(6, 'Джордан'), (9, 'Вальтер')]","(7, 'Чешир')","(5, 'Гость')"
1176,город,"[(2, 'Экси'), (4, 'Чешир'), (5, 'Lee'), (8, 'ВАЛЛИ'), (9, 'Гость'), (10, 'Джордан')]","[(1, 'Таргитай'), (6, 'Авара')]","(3, 'Плюс')","(7, 'Гость')"
1177,мафия,"[(2, 'Экси'), (4, 'Дутче'), (6, 'Лучистая'), (7, 'Гость'), (8, 'Вальтер'), (10, '§~ЭНЕРДЖИ~§')]","[(1, 'Э'), (5, 'Урфин')]","(9, 'Стинг')","(3, 'Авара')"
1178,город,"[(4, 'Лучистая'), (5, 'Вальтер'), (6, 'Урфин'), (7, 'Чешир'), (9, 'Гость'), (10, 'Стинг')]","[(1, 'Гость'), (8, 'Хозяин')]","(3, 'Джордан')","(2, '§~ЭНЕРДЖИ~§')"
1179,город,"[(1, 'Экси'), (2, 'Грачик'), (3, 'Хозяин'), (5, 'Гость'), (6, 'Рокси'), (7, 'Вальтер')]","[(4, 'Стинг'), (9, 'Плюс')]","(10, 'Lee')","(8, 'Гость')"
1180,город,"[(1, 'Грачик'), (5, 'Хозяин'), (6, 'Гринго'), (7, 'Гость'), (8, 'Lee'), (10, 'Гость')]","[(4, '§~ЭНЕРДЖИ~§'), (9, 'Рокси')]","(3, 'Дутче')","(2, 'Экси')"
1181,город,"[(1, 'Гринго'), (2, 'Экси'), (3, 'Стинг'), (5, 'Вальтер'), (6, 'Гость'), (8, 'Гость')]","[(7, 'Дутче'), (9, 'Хозяин')]","(4, '§~ЭНЕРДЖИ~§')","(10, 'Гость')"
1182,мафия,"[(2, 'Дутче'), (3, 'Хозяин'), (4, 'Экси'), (6, 'Стинг'), (8, 'Гость'), (9, 'Рейли')]","[(1, 'Гость'), (10, 'Грачик')]","(7, 'Гринго')","(5, 'Гость')"
1183,мафия,"[(2, 'Вальтер'), (4, 'Гринго'), (5, 'Гость'), (7, 'Гость'), (8, 'Рейли'), (9, 'Хозяин')]","[(1, 'Строитель'), (3, '§~ЭНЕРДЖИ~§')]","(6, 'Гость')","(10, 'Плюс')"
1184,город,"[(2, 'Red'), (3, 'Белка'), (4, 'Грачик'), (7, 'Lee'), (9, 'Стинго'), (10, '10 Треф')]","[(1, 'Хозяин'), (6, 'Redrik')]","(5, 'Рокси')","(8, 'Вальтер')"
1185,мафия,"[(3, 'Курлык'), (5, 'Стинг'), (6, '10 Треф'), (8, '§~ЭНЕРДЖИ~§'), (9, 'Гость'), (10, 'Вальтер')]","[(4, 'Хозяин'), (7, 'Белка')]","(1, 'Redrik')","(2, 'Рокси')"
1186,мафия,"[(1, 'Грачик'), (2, 'Стинг'), (5, 'Стинго'), (6, 'Плюс'), (9, '§~ЭНЕРДЖИ~§'), (10, 'Lee')]","[(7, 'Рокси'), (8, 'Гость')]","(4, 'Redrik')","(3, 'Red')"
1187,город,"[(1, 'Red'), (2, 'Redrik'), (3, 'Хозяин'), (4, 'Вальтер'), (8, '§~ЭНЕРДЖИ~§'), (10, 'Стинг')]","[(5, '10 Треф'), (6, 'Lee')]","(7, 'Белка')","(9, 'Грачик')"
1188,город,"[(1, 'Гость'), (5, 'Императрица'), (6, 'Стинг'), (7, 'Хозяин'), (9, 'Redrik'), (10, 'Грачик')]","[(4, 'Лучистая'), (8, 'Гость')]","(3, '10 Треф')","(2, 'Вальтер')"
1189,мафия,"[(1, 'Урфин'), (3, 'Чайка'), (6, 'Гость'), (8, '10 Треф'), (9, 'Императрица'), (10, 'Стинг')]","[(2, 'Экси'), (4, 'Гость')]","(5, 'Рейли')","(7, 'Redrik')"
1190,мафия,"[(1, 'Хозяин'), (2, 'Вальтер'), (5, 'Лучистая'), (6, 'Грачик'), (7, 'Чайка'), (10, 'Урфин')]","[(3, 'Гость'), (9, 'Redrik')]","(4, '10 Треф')","(8, 'Гость')"
1191,мафия,"[(3, 'Экси'), (4, 'Гость'), (6, 'Гость'), (7, 'Чайка'), (8, 'Рейли'), (9, 'Хозяин')]","[(1, 'Лучистая'), (10, 'Урфин')]","(5, 'Redrik')","(2, 'Грачик')"
1192,город,"[(2, 'Redrik'), (4, 'Гость'), (5, 'Пончик'), (6, 'Гость'), (7, 'Чайка'), (8, 'Рокси')]","[(1, 'Строитель'), (3, 'Провокатор')]","(10, 'Грачик')","(9, 'Стинг')"
1193,мафия,"[(1, 'Вальтер'), (2, 'Гость'), (3, 'Lee'), (6, 'Амур'), (7, 'Чайка'), (9, 'Строитель')]","[(8, 'Плюс'), (10, 'Грачик')]","(5, 'Redrik')","(4, 'Гринго')"
1194,мафия,"[(2, '10 Треф'), (6, 'Стинг'), (7, 'Гринго'), (8, 'Рокси'), (9, 'Пончик'), (10, 'Гость')]","[(1, 'Плюс'), (3, 'Redrik')]","(5, 'Lee')","(4, 'Гость')"
1195,город,"[(1, 'Гринго'), (4, 'Амур'), (5, 'Redrik'), (6, 'Стинг'), (8, 'Гость'), (9, 'Рейли')]","[(2, 'Грачик'), (7, 'Хозяин')]","(10, 'Вальтер')","(3, 'Гость')"
1196,город,"[(3, 'Амур'), (5, 'Стинг'), (6, 'Хозяин'), (7, 'Грачик'), (8, 'Вальтер'), (9, 'Гость')]","[(1, 'Гринго'), (2, 'ВАЛЛИ')]","(10, 'Redrik')","(4, 'Чешир')"
1197,мафия,"[(1, 'Амур'), (2, 'Гринго'), (3, 'ВАЛЛИ'), (5, 'Рейли'), (8, '10 Треф'), (10, 'Гость')]","[(4, 'Гость'), (6, 'Грачик')]","(9, 'Хозяин')","(7, 'Вальтер')"
1198,город,"[(3, 'Рейли'), (5, 'Амур'), (6, 'Гость'), (8, 'Грачик'), (9, 'ВАЛЛИ'), (10, 'Гость')]","[(2, '10 Треф'), (4, 'Чешир')]","(1, 'Redrik')","(7, 'Гость')"
1199,город,"[(2, 'Гость'), (3, 'Советник'), (5, 'Стинг'), (8, 'Строитель'), (9, '§~ЭНЕРДЖИ~§'), (10, 'Рейли')]","[(4, 'Гость'), (7, 'Грачик')]","(1, 'Lee')","(6, 'Redrik')"
1200,город,"[(1, 'Стинг'), (2, 'Гость'), (3, 'Redrik'), (4, 'Строитель'), (8, '§~ЭНЕРДЖИ~§'), (9, 'Гость')]","[(5, 'Lee'), (6, 'Рейли')]","(7, 'Рокси')","(10, 'Грачик')"
1201,мафия,"[(1, 'Гость'), (2, 'Грачик'), (3, '§~ЭНЕРДЖИ~§'), (5, 'Гринго'), (6, 'Гость'), (7, 'Экси')]","[(9, 'Гость'), (10, 'Стинг')]","(4, 'Redrik')","(8, 'Гость')"
1202,город,"[(1, 'Гринго'), (2, 'Гость'), (3, '§~ЭНЕРДЖИ~§'), (6, 'Экси'), (9, 'Redrik'), (10, 'Гость')]","[(4, 'Грачик'), (8, 'Стинг')]","(5, 'Гость')","(7, 'Гость')"
1203,город,"[(1, 'Гость'), (2, 'Гость'), (3, 'Lee'), (4, 'Гринго'), (5, 'Гость'), (9, '§~ЭНЕРДЖИ~§')]","[(8, 'Грачик'), (10, 'Гость')]","(6, 'Redrik')","(7, 'Гость')"
1204,мафия,"[(2, 'Гость'), (4, 'Гринго'), (6, 'Lee'), (8, '§~ЭНЕРДЖИ~§'), (9, 'Гость'), (10, 'Гость')]","[(1, 'Грачик'), (7, 'Redrik')]","(5, 'Гость')","(3, 'Гость')"
1205,мафия,"[(1, 'Плюс'), (2, 'Вальтер'), (4, 'Гость'), (6, 'Строитель'), (8, 'Стинго'), (9, 'Провокатор')]","[(3, 'Lee'), (5, 'Redrik')]","(7, '10 Треф')","(10, '§~ЭНЕРДЖИ~§')"
1206,мафия,"[(2, 'ВАЛЛИ'), (3, 'Redrik'), (5, 'Провокатор'), (7, 'Дутче'), (8, 'Грачик'), (10, 'Вальтер')]","[(1, 'Строитель'), (6, '10 Треф')]","(9, 'Гость')","(4, 'Стинго')"
1207,город,"[(1, 'Грачик'), (5, 'Lee'), (7, 'Плюс'), (8, 'Дутче'), (9, 'Провокатор'), (10, 'Вальтер')]","[(2, 'ВАЛЛИ'), (6, 'Гость')]","(3, '§~ЭНЕРДЖИ~§')","(4, '10 Треф')"
1208,мафия,"[(1, 'Грачик'), (3, 'Урфин'), (4, 'Лучистая'), (6, 'Гость'), (8, 'Стинг'), (9, 'Рейли')]","[(2, 'Строитель'), (10, '§~ЭНЕРДЖИ~§')]","(5, 'Гость')","(7, 'Redrik')"
1209,город,"[(1, 'Строитель'), (2, 'Гость'), (6, 'Урфин'), (7, 'Рокси'), (8, 'Стинг'), (9, 'Лучистая')]","[(3, '§~ЭНЕРДЖИ~§'), (4, 'Советник')]","(5, 'Гость')","(10, 'Lee')"
1210,мафия,"[(3, 'Гость'), (5, 'Redrik'), (6, 'Урфин'), (8, 'Рокси'), (9, 'Лучистая'), (10, 'Рейли')]","[(2, 'Гость'), (4, 'Советник')]","(7, 'Строитель')","(1, '§~ЭНЕРДЖИ~§')"
1211,город,"[(2, 'Гость'), (3, 'Белка'), (4, 'Гость'), (6, 'Redrik'), (9, 'Гость'), (10, 'Lee')]","[(1, 'Гектор'), (7, 'Амур')]","(8, 'Строитель')","(5, 'Вальтер')"
1212,мафия,"[(1, 'ВАЛЛИ'), (2, 'Гость'), (4, 'Строитель'), (6, 'Lee'), (8, '10 Треф'), (10, 'Red')]","[(5, 'Гость'), (9, 'Белка')]","(3, 'Redrik')","(7, 'Амур')"
1213,мафия,"[(3, 'ВАЛЛИ'), (5, 'Гость'), (6, 'Плюс'), (8, 'Гость'), (9, 'Гектор'), (10, 'Экси')]","[(1, 'Хозяин'), (2, 'Redrik')]","(7, 'Стинг')","(4, 'Советник')"
1214,мафия,"[(1, 'Стинг'), (3, 'Хозяин'), (5, 'Стинго'), (8, 'Строитель'), (9, 'Гость'), (10, 'Орхидея')]","[(2, 'Белка'), (4, 'Грачик')]","(6, '10 Треф')","(7, 'Провокатор')"
1215,город,"[(1, 'Грачик'), (2, 'Провокатор'), (4, 'Лучистая'), (5, 'Курлык'), (6, '10 Треф'), (8, 'Стинг')]","[(3, 'Строитель'), (7, 'Урфин')]","(10, 'Белка')","(9, 'Стинго')"
1216,мафия,"[(2, 'Лучистая'), (3, 'Экси'), (5, 'Белка'), (7, 'Lee'), (9, 'Строитель'), (10, 'Стинг')]","[(1, '10 Треф'), (4, 'Урфин')]","(6, 'Хозяин')","(8, 'Гость')"
1217,город,"[(3, 'Белка'), (5, 'Lee'), (6, '10 Треф'), (7, 'Курлык'), (9, 'Провокатор'), (10, 'Гость')]","[(1, 'Стинго'), (2, 'Грачик')]","(4, 'Стинг')","(8, 'Хозяин')"
1218,город,"[(1, 'Урфин'), (2, 'Чайка'), (4, 'Экси'), (5, 'Redrik'), (9, 'Гринго'), (10, 'Строитель')]","[(6, 'Стинг'), (7, 'Вальтер')]","(8, 'Рейли')","(3, 'Гость')"
1219,город,"[(2, 'ВАЛЛИ'), (4, 'Советник'), (6, 'Гость'), (7, 'Рокси'), (9, 'Плюс'), (10, 'Белка')]","[(3, 'Вальтер'), (8, 'Грачик')]","(5, 'Red')","(1, 'Экси')"
1220,мафия,"[(2, 'ВАЛЛИ'), (3, 'Дутче'), (4, 'Рокси'), (5, 'Плюс'), (6, 'Lee'), (7, 'Гость')]","[(1, 'Гость'), (9, 'Советник')]","(8, 'Экси')","(10, 'Белка')"
1221,мафия,"[(2, 'ВАЛЛИ'), (5, 'Вальтер'), (6, 'Red'), (7, 'Грачик'), (9, 'Экси'), (10, '10 Треф')]","[(1, 'Дутче'), (8, 'Рокси')]","(4, 'Гость')","(3, 'Гость')"
1222,мафия,"[(1, 'Грачик'), (3, 'Белка'), (5, 'Гость'), (7, 'Lee'), (8, 'Плюс'), (9, 'Советник')]","[(2, 'Дутче'), (4, 'Red')]","(10, 'Экси')","(6, '10 Треф')"
1223,город,"[(1, 'Вальтер'), (2, 'Белка'), (3, 'Экси'), (4, 'Дутче'), (6, 'Lee'), (10, 'Грачик')]","[(5, 'Гость'), (9, 'Гость')]","(8, 'Рокси')","(7, 'Советник')"
1224,город,"[(1, 'Экси'), (2, 'Строитель'), (3, 'Орхидея'), (4, 'Плюс'), (8, 'Гость'), (9, '10 Треф')]","[(6, 'Стинг'), (7, 'Чайка')]","(10, 'Red')","(5, 'Хозяин')"
1225,мафия,"[(1, 'Хозяин'), (3, 'Стинг'), (4, 'Чайка'), (5, 'Гость'), (6, '10 Треф'), (10, 'Гость')]","[(2, 'Советник'), (8, 'Плюс')]","(7, 'Экси')","(9, 'Гектор')"
1226,город,"[(1, 'Гектор'), (2, 'Red'), (3, 'Fess'), (5, 'Курлык'), (6, 'Гость'), (10, 'Орхидея')]","[(8, 'Урфин'), (9, 'Хозяин')]","(4, 'Гость')","(7, 'Лучистая')"
1227,мафия,"[(1, 'Рокси'), (3, 'Гектор'), (5, 'Белка'), (7, 'Провокатор'), (9, '10 Треф'), (10, 'Лучистая')]","[(6, 'Курлык'), (8, 'Гость')]","(2, 'Red')","(4, 'Хозяин')"
1228,город,"[(1, 'Провокатор'), (2, 'Гость'), (3, 'Курлык'), (4, 'Гектор'), (6, 'Белка'), (10, '10 Треф')]","[(7, 'Fess'), (8, 'Гость')]","(9, 'Урфин')","(5, '§~ЭНЕРДЖИ~§')"
1229,город,"[(1, 'Fess'), (2, 'Рокси'), (4, '10 Треф'), (6, 'Курлык'), (7, 'Провокатор'), (10, 'Урфин')]","[(3, 'Гость'), (8, 'Хозяин')]","(9, 'Гость')","(5, 'Белка')"
1230,мафия,"[(1, 'Провокатор'), (2, '10 Треф'), (3, 'Рейли'), (6, 'Red'), (9, 'Вальтер'), (10, 'Советник')]","[(7, 'Урфин'), (8, 'Белка')]","(5, 'Lee')","(4, 'Полицейский')"
1231,мафия,"[(2, 'Вальтер'), (4, 'Стинг'), (6, 'Белка'), (7, 'Гость'), (9, 'Гринго'), (10, 'Стинго')]","[(1, 'Гость'), (5, 'Дутче')]","(3, 'Lee')","(8, 'Рокси')"
1232,мафия,"[(2, 'Стинг'), (3, 'Вальтер'), (5, 'Lee'), (6, 'Гость'), (7, 'Рокси'), (9, 'Стинго')]","[(4, 'Гость'), (10, 'Гринго')]","(1, 'Белка')","(8, 'Дутче')"
1233,мафия,"[(1, 'Рейли'), (2, 'Red'), (4, 'Вальтер'), (5, 'Lee'), (8, 'Гринго'), (9, 'Советник')]","[(3, 'Орхидея'), (7, 'Redrik')]","(10, 'Урфин')","(6, 'Полицейский')"
1234,город,"[(1, 'Провокатор'), (2, 'Red'), (3, 'Lee'), (4, 'Рейли'), (8, 'Белка'), (10, 'Урфин')]","[(5, 'Гринго'), (6, 'Советник')]","(9, 'Redrik')","(7, 'Полицейский')"
1235,город,"[(1, 'Стинг'), (4, 'Джесс'), (5, 'DEADPOOL'), (7, 'Гость'), (8, 'Redrik'), (10, 'Плюс')]","[(2, 'Red'), (9, 'Вальтер')]","(6, 'Гринго')","(3, 'Полицейский')"
1236,город,"[(3, 'Вальтер'), (4, 'Red'), (5, 'Стинг'), (6, 'Полицейский'), (8, '§~ЭНЕРДЖИ~§'), (10, 'Джесс')]","[(7, 'Советник'), (9, 'Дутче')]","(2, 'Грачик')","(1, 'Lee')"
1237,мафия,"[(1, 'Гринго'), (3, 'Советник'), (4, 'Дутче'), (5, 'DEADPOOL'), (7, 'Redrik'), (10, 'Плюс')]","[(8, 'Lee'), (9, 'Грачик')]","(2, 'Джесс')","(6, '§~ЭНЕРДЖИ~§')"
1238,мафия,"[(2, 'Red'), (3, 'Полицейский'), (5, 'DEADPOOL'), (6, 'Гринго'), (7, 'Вальтер'), (8, 'Плюс')]","[(4, '§~ЭНЕРДЖИ~§'), (9, 'Советник')]","(10, 'Грачик')","(1, 'ВАЛЛИ')"
1239,город,"[(1, 'Грачик'), (4, 'DEADPOOL'), (7, '§~ЭНЕРДЖИ~§'), (8, 'Вальтер'), (9, 'Полицейский'), (10, 'Советник')]","[(2, 'Lee'), (3, 'Redrik')]","(5, 'Гость')","(6, 'Red')"
1240,город,"[(2, 'Гость'), (3, 'Lee'), (4, 'Рокси'), (6, 'Полицейский'), (7, 'Лисичка'), (10, 'Гринго')]","[(5, 'Гость'), (9, 'Redrik')]","(8, 'DEADPOOL')","(1, 'Гость')"
1241,мафия,"[(1, 'Гость'), (2, 'Гость'), (3, 'Лучистая'), (5, 'Lee'), (8, 'DEADPOOL'), (10, 'Урфин')]","[(7, 'Дутче'), (9, 'Red')]","(6, 'Гость')","(4, 'Рокси')"
1242,город,"[(1, 'Redrik'), (5, 'Урфин'), (6, 'Lee'), (7, 'Рокси'), (8, 'Плюс'), (10, 'DEADPOOL')]","[(3, 'Red'), (9, 'Лучистая')]","(4, 'Дутче')","(2, 'Гость')"
1243,мафия,"[(1, 'Гость'), (3, 'Урфин'), (4, 'Дутче'), (5, 'Авара'), (6, 'Red'), (8, 'Полицейский')]","[(2, 'Лучистая'), (7, 'Redrik')]","(10, 'Lee')","(9, 'Рокси')"
1244,город,"[(2, 'Red'), (3, 'Рокси'), (4, 'Lee'), (6, 'DEADPOOL'), (9, 'Redrik'), (10, 'Урфин')]","[(1, 'Гринго'), (8, 'Гость')]","(7, 'Лучистая')","(5, 'Гость')"
1245,город,"[(1, 'Red'), (3, '10 Треф'), (5, 'Урфин'), (7, 'Redrik'), (8, 'Гость'), (10, 'Гость')]","[(6, 'Дутче'), (9, 'Лучистая')]","(2, 'Полицейский')","(4, 'Гринго')"
1246,город,"[(2, 'Горыныч'), (3, 'Ильич'), (5, 'ВАЛЛИ'), (6, 'Вальтер'), (7, 'DEADPOOL'), (8, 'Полицейский')]","[(1, 'Стинго'), (4, 'Советник')]","(9, 'Рейли')","(10, 'Lee')"
1247,город,"[(1, 'Авара'), (3, 'Полицейский'), (4, 'DEADPOOL'), (6, 'Лучистая'), (8, 'Lee'), (10, 'Дутче')]","[(5, 'Урфин'), (7, 'Горыныч')]","(9, 'Redrik')","(2, 'Грачик')"
1248,мафия,"[(1, 'Redrik'), (5, 'Советник'), (6, 'ВАЛЛИ'), (8, 'Рейли'), (9, 'Стинго'), (10, 'Вальтер')]","[(2, 'Ильич'), (3, 'Горыныч')]","(4, 'Лучистая')","(7, 'Гость')"
1249,город,"[(1, 'Вальтер'), (2, 'Ильич'), (3, 'Redrik'), (4, 'Чайка'), (7, 'Гость'), (8, 'Советник')]","[(9, '§~ЭНЕРДЖИ~§'), (10, 'Полицейский')]","(6, 'Гость')","(5, 'Гость')"
1250,город,"[(1, 'Гость'), (2, 'Гость'), (3, 'Стинг'), (4, 'Грачик'), (6, 'Рейли'), (10, 'Гость')]","[(5, '10 Треф'), (7, 'Джесс')]","(8, 'DEADPOOL')","(9, 'Гость')"
1251,город,"[(1, 'Гость'), (3, 'Дея'), (6, 'Строитель'), (8, 'Лучистая'), (9, 'Урфин'), (10, 'Lee')]","[(2, '10 Треф'), (4, 'Рокси')]","(5, 'Red')","(7, 'Экси')"
1252,мафия,"[(2, 'Экси'), (3, 'Вальтер'), (5, 'Дутче'), (6, 'Советник'), (7, 'Рокси'), (8, 'Гость')]","[(4, 'Lee'), (9, 'DEADPOOL')]","(10, '§~ЭНЕРДЖИ~§')","(1, 'Red')"
1253,город,"[(2, 'Вальтер'), (3, 'Lee'), (4, 'Полицейский'), (5, 'Гость'), (7, 'Рокси'), (10, 'Советник')]","[(8, 'Гость'), (9, '§~ЭНЕРДЖИ~§')]","(6, 'Red')","(1, 'DEADPOOL')"
1254,мафия,"[(2, 'Гектор'), (3, 'Хозяин'), (4, 'DEADPOOL'), (7, 'Redrik'), (9, 'Гость'), (10, 'Грачик')]","[(1, 'Экси'), (8, 'Гринго')]","(6, 'Провокатор')","(5, '§~ЭНЕРДЖИ~§')"
1255,город,"[(1, 'Грачик'), (5, 'Экси'), (6, '§~ЭНЕРДЖИ~§'), (7, 'ВАЛЛИ'), (8, 'Рокси'), (9, 'Полицейский')]","[(3, 'Стинг'), (10, 'Redrik')]","(2, 'Гость')","(4, 'Red')"
1256,мафия,"[(2, 'Грачик'), (3, 'Redrik'), (4, 'DEADPOOL'), (5, 'Вальтер'), (7, 'Lee'), (8, 'Гость')]","[(1, 'Стинг'), (9, '§~ЭНЕРДЖИ~§')]","(6, 'ВАЛЛИ')","(10, 'Советник')"
1257,мафия,"[(2, 'Дутче'), (4, 'Грачик'), (5, 'DEADPOOL'), (6, 'Урфин'), (7, 'Полицейский'), (10, 'Стинг')]","[(8, 'Lee'), (9, 'Горыныч')]","(3, 'Ильич')","(1, 'Авара')"
